is_active,repetition,iteration,feature,first_option_value,second_option_value,taskID,cores,ram,level,encrypt,wind_size_unl,threshold,compression
True,6,10,,,,110,1,2,9,0,1,1,2
True,6,10,,,,139,1,18,9,1,0,0,0
True,6,10,,,,199,2,2,6,1,1,0,0
True,7,10,,,,24,3,18,9,1,1,1,0
True,7,10,,,,26,1,18,9,0,1,1,2
True,7,10,,,,68,2,6,6,0,1,0,0
True,7,10,,,,93,1,2,9,0,1,0,0
True,7,10,,,,104,4,2,5,1,0,1,0
True,7,10,,,,143,1,6,4,1,0,0,1
True,7,10,,,,152,2,18,6,0,0,1,0
True,7,10,,,,176,1,6,6,1,0,0,0
True,7,10,,,,186,1,18,9,1,0,1,0
True,7,10,,,,197,4,6,6,1,1,1,0
True,7,15,,,,28,3,6,1,1,0,0,0
True,7,15,,,,61,1,2,4,1,1,1,2
True,7,15,,,,64,1,2,8,1,0,1,0
True,7,15,,,,166,4,2,5,1,0,0,2
True,7,15,,,,189,2,18,1,1,0,1,0
True,8,10,,,,49,4,18,4,0,1,0,2
True,8,10,,,,84,3,2,2,0,0,0,0
True,8,10,,,,85,4,2,8,0,0,0,0
True,8,10,,,,105,1,18,4,0,1,0,0
True,8,10,,,,106,1,18,2,1,0,0,0
True,8,10,,,,110,1,2,9,0,1,1,2
True,8,10,,,,134,3,2,4,1,1,1,2
True,8,10,,,,137,2,2,5,1,0,1,0
True,8,10,,,,192,1,6,9,0,0,1,2
True,8,10,,,,196,2,18,5,0,1,0,2
True,8,15,,,,61,1,2,4,1,1,1,2
True,8,15,,,,63,2,18,7,0,1,1,2
True,8,15,,,,99,4,18,5,0,1,0,2
True,8,15,,,,114,1,6,1,0,1,1,2
True,8,15,,,,126,2,2,4,1,1,0,2
True,8,20,,,,39,3,2,7,1,0,0,2
True,8,20,,,,50,3,18,9,0,1,1,2
True,8,20,,,,130,4,18,7,0,0,1,2
True,8,20,,,,132,2,6,8,0,0,1,2
True,8,20,,,,153,1,6,7,0,0,1,2
True,8,25,,,,3,1,18,4,1,0,0,2
True,8,25,,,,21,1,18,3,0,1,1,2
True,8,25,,,,66,1,2,2,1,0,0,2
True,8,25,,,,135,1,18,7,0,1,0,2
True,8,25,,,,146,1,18,5,1,0,1,2
True,8,30,,,,15,2,18,1,0,1,1,0
True,8,30,,,,56,4,18,1,0,0,0,0
True,8,30,,,,80,3,18,4,1,1,1,0
True,8,30,,,,89,2,18,9,1,0,0,0
True,8,30,,,,102,4,18,1,1,0,0,0
True,8,35,,,,10,2,18,7,0,1,0,0
True,8,35,,,,152,2,18,6,0,0,1,0
True,8,35,,,,159,1,18,9,0,1,0,0
True,8,35,,,,163,2,18,7,0,1,1,0
True,8,35,,,,193,1,6,6,1,0,1,0
True,8,40,,,,29,2,2,2,0,1,0,0
True,8,40,,,,111,4,6,5,0,0,0,0
True,8,40,,,,129,4,18,6,1,1,0,1
True,8,40,,,,145,1,18,9,0,1,0,1
True,8,40,,,,164,1,18,6,1,0,0,0
True,8,45,,,,25,3,6,9,0,0,0,1
True,8,45,,,,57,4,2,9,1,0,1,1
True,8,45,,,,90,4,2,7,0,1,1,1
True,8,45,,,,113,4,2,9,0,1,0,0
True,8,45,,,,155,4,6,7,0,0,1,0
True,8,50,,,,8,3,6,9,1,0,0,0
True,8,50,,,,14,2,2,7,0,1,1,0
True,8,50,,,,17,2,2,7,0,1,1,0
True,8,50,,,,33,4,2,8,1,1,1,0
True,8,50,,,,188,2,18,2,1,0,0,0
True,8,55,,,,20,1,6,8,0,1,0,1
True,8,55,,,,48,1,2,1,0,1,1,0
True,8,55,,,,73,1,18,1,0,0,0,1
True,8,55,,,,91,3,18,4,1,0,1,0
True,8,55,,,,147,1,2,4,0,1,0,1
True,8,60,,,,43,4,18,6,0,0,1,0
True,8,60,,,,53,3,6,5,0,0,1,0
True,8,60,,,,112,3,6,5,1,0,1,0
True,8,60,,,,115,2,18,9,0,0,0,0
True,8,60,,,,116,3,2,2,1,1,1,0
True,8,65,,,,6,2,6,1,0,0,1,0
True,8,65,,,,108,3,6,1,0,1,1,0
True,8,65,,,,144,1,18,2,1,0,1,0
True,8,65,,,,179,1,18,6,1,0,1,1
True,8,65,,,,186,1,18,9,1,0,1,0
True,8,70,,,,22,3,2,3,0,1,0,0
True,8,70,,,,47,2,2,8,1,1,0,0
True,8,70,,,,97,2,6,7,0,0,1,0
True,8,70,,,,173,3,2,1,0,1,1,0
True,8,70,,,,197,4,6,6,1,1,1,0
True,8,75,,,,38,1,2,7,1,1,1,1
True,8,75,,,,87,2,6,3,0,0,1,0
True,8,75,,,,138,2,18,3,0,0,0,1
True,8,75,,,,165,2,2,4,0,1,1,0
True,8,75,,,,199,2,2,6,1,1,0,0
True,8,80,,,,19,1,6,9,0,0,0,0
True,8,80,,,,95,1,2,9,1,0,0,0
True,8,80,,,,133,1,6,9,0,0,0,0
True,8,80,,,,175,1,2,3,0,1,1,0
True,8,80,,,,178,1,6,9,1,0,0,1
True,8,85,,,,7,2,6,5,0,1,0,0
True,8,85,,,,55,2,2,3,0,0,1,0
True,8,85,,,,83,1,6,3,1,0,0,0
True,8,85,,,,142,4,2,3,1,0,0,0
True,8,85,,,,169,4,6,6,1,0,1,0
True,8,90,,,,16,1,6,2,0,1,1,0
True,8,90,,,,62,2,2,8,0,1,0,0
True,8,90,,,,127,1,2,7,1,1,0,0
True,8,90,,,,149,3,2,4,1,0,0,0
True,8,90,,,,168,3,6,8,1,0,1,0
True,8,95,,,,32,3,2,5,1,0,1,0
True,8,95,,,,117,3,6,6,1,1,1,0
True,8,100,,,,37,1,2,5,0,1,1,0
True,8,100,,,,75,1,2,7,0,1,1,0
True,8,100,,,,88,1,2,6,0,1,1,0
True,8,100,,,,122,3,18,6,0,1,0,0
True,8,100,,,,180,3,6,3,0,1,1,0
True,9,10,,,,23,1,6,6,0,0,1,0
True,9,10,,,,57,4,2,9,1,0,1,1
True,9,10,,,,66,1,2,2,1,0,0,2
True,9,10,,,,93,1,2,9,0,1,0,0
True,9,10,,,,126,2,2,4,1,1,0,2
True,9,10,,,,127,1,2,7,1,1,0,0
True,9,10,,,,151,1,18,2,1,1,1,1
True,9,10,,,,181,1,2,9,0,1,1,0
True,9,10,,,,183,1,18,7,1,0,1,2
True,9,10,,,,200,2,6,7,1,1,1,0
